科號,中文課名,英文課名,學分,上課時間,教室,教師,人限,總人數,備註欄,此課程已列入之系所班別,遠距課,授課語言,通識對象,通識分類,code,系所全名,院全名,課程字頭,課程屬性,學年期,第一二專長對應,學分學程對應,科目名稱 Course Name,授課教師 Teacher,修課人數 Enrollment,等級制,等級制.1,百分制,百分制.1
11110QF414401,投資學,Investment,3,M3M4Mn,台積204,張焯然,60,63,,"計財系108B選修,科管院學士班108B選修",,中,,,QF,計量財務金融學系,科技管理學院,4,大學部,11110,"計量財務金融(第二專長),計量財務金融(第一專長)",(跨領域)金融數學學分學程,投資學 Investment,"張焯然 CHANG, JOW-RAN",63,3.95,0.46,,
11110QF414402,投資學,Investment,3,R6R7R8,台積223,索樂晴,50,61,,"計財系108B選修,科管院學士班108B選修",,中,,,QF,計量財務金融學系,科技管理學院,4,大學部,11110,"計量財務金融(第二專長),計量財務金融(第一專長)",(跨領域)金融數學學分學程,投資學 Investment,"索樂晴 SO, LEH-CHYAN",60,3.17,0.23,77.73,11.5
11110QF440700,會計學,Accounting,3,M2M3M4,台積428,謝智政,36,17,"本課程為16週課程,16weekscourse,IMBAprerequisitecourse","IMBA碩士班111M選修,計財系108B選修",,英,,,QF,計量財務金融學系,科技管理學院,4,大學部,11110,,,會計學 Accounting,"謝智政 HSIEH, CHIH-CHENG",17,3.98,0.04,88.71,2.29
11110QF444000,財富管理實務,PracticalWealthManagement,3,T5T6T7,台積223,陳怡芬,50,47,"大一二不得修習,限科管院大三以上,研究生請以加簽選課",計財系108B選修,,中,,,QF,計量財務金融學系,科技管理學院,4,大學部,11110,,,財富管理實務 Practical Wealth Management,"陳怡芬 CHEN, YI-FEN",47,4,0.25,,
11110QF444300,金融業的組織架構與設計管理實務,Organizationalstructureandthepracticeofmanagementinfinancialinstitutions,3,F5F6F7,台積204,徐正宗,30,28,"歡迎研究所學生修習,各院學士班大三四若無法點選請洽課務組",計財系108B選修,,中,,,QF,計量財務金融學系,科技管理學院,4,大學部,11110,,,金融業的組織架構與設計管理實務 Organizational structure and the practice of management in financial institutions,"徐正宗 HSU, CHENG-TSONG",26,3.17,0.2,77.73,10.31
11110QF444600,金融交易實務,DerivativeTradingPractice,3,M5M6M7,台積421,馬瑞辰,50,49,,計財系108B選修,,中,,,QF,計量財務金融學系,科技管理學院,4,大學部,11110,,,金融交易實務 Derivative Trading Practice,"馬瑞辰 MA, JUI-CHEN",49,3.8,0.63,,
11110QF500100,財務計量經濟學,FinancialEconometrics,3,T6T7T8,台積206,黃裕烈,30,24,,"計財系111D必修,計財系111MA必修,計財系111MB必修",,中,,,QF,計量財務金融學系,科技管理學院,5,研究所,11110,,,財務計量經濟學 Financial Econometrics,"黃裕烈 HUANG, YU-LIEH",24,4.01,0.25,,
11110QF500300,隨機財務理論,StochasticFinancialTheory,3,R7R8R9,台積206,鍾經樊,40,12,,"計財系111D選修,計財系111MA選修,計財系111MB必修",,中,,,QF,計量財務金融學系,科技管理學院,5,研究所,11110,,,隨機財務理論 Stochastic Financial Theory,"鍾經樊 CHUNG, CHING-FAN",12,3.71,0.53,,
11110QF510100,書報討論,Seminar,2,R2R3R4,台積905,黃德源,50,47,,"計財系111D選修,計財系111MA選修,計財系111MB選修",,中,,,QF,計量財務金融學系,科技管理學院,5,研究所,11110,,,書報討論 Seminar,"黃德源 WONG, TAK YUEN",47,4,0,,
11110QF510300,財務工程專題,SpecialTopicsonFinancialEngineering,3,T9TaTb,台積223,韓傳祥,50,10,,"數學系111D選修,數學系111MA選修,數學系111MB選修,計財系111D選修,計財系111MA選修,計財系111MB選修",,中,,,QF,計量財務金融學系,科技管理學院,5,研究所,11110,,(跨領域)金融科技與區塊鏈學分學程,財務工程專題 Special Topics on Financial Engineering,"韓傳祥 HAN, CHUAN-HSIANG",10,3.79,0.12,85.6,6.36
11110QF513000,論文研究,Thesis,0,,,指導教授,,22,限計財系碩二以上同學修習,"計財系111MA必修,計財系111MB必修",,中,,,QF,計量財務金融學系,科技管理學院,5,研究所,11110,,,,,,,,,
11110QF517000,公司理財專題,TopicsinCorporateFinance,3,R6R7R8,台積203,謝佩芳,30,24,,"計財系111D必修,計財系111MA必修,計財系111MB選修",,中,,,QF,計量財務金融學系,科技管理學院,5,研究所,11110,,,公司理財專題 Topics in Corporate Finance,"謝佩芳 HSIEH, PEI-FANG",24,3.5,0.14,81.5,7.43
11110QF520700,財務報表分析,FinancialStatementAnalysis,3,M2M3M4,台積206,潘虹華,40,38,須先修過會計學，本課程為16週課程,"IMBA碩士班111M選修,計財系111D選修,計財系111MA選修,計財系111MB選修",,英,,,QF,計量財務金融學系,科技管理學院,5,研究所,11110,,,財務報表分析 Financial Statement Analysis,"潘虹華 PAN, HUNG-HUA",38,3.81,0.11,85.97,5.62
11110QF521000,信用風險專題,SpecialTopicsinCreditRisk,3,T6T7T8,台積735,張焯然,10,5,,"計財系111MA選修,計財系111MB選修",,中,,,QF,計量財務金融學系,科技管理學院,5,研究所,11110,,,信用風險專題 Special Topics in Credit Risk,"張焯然 CHANG, JOW-RAN",5,4.3,0,,
11110QF521400,數理金融,Mathematicalfinance,3,T2T3T4,台積204,黃裕烈,30,10,本課程為16週課程,"計財系111D選修,計財系111MA選修,計財系111MB必修",,中,,,QF,計量財務金融學系,科技管理學院,5,研究所,11110,,,數理金融 Mathematical finance,"黃裕烈 HUANG, YU-LIEH",10,4.02,0.41,,
11110QF521600,財務管理,FinancialManagement,3,T6T7T8,台積903,黃德源,40,37,本課程為16週課程,"IMBA碩士班111M必修,計財系111MA選修",,英,,,QF,計量財務金融學系,科技管理學院,5,研究所,11110,,(跨領域)創新創業學分學程/(跨領域)金融數學學分學程,財務管理 Financial Management,"黃德源 WONG, TAK YUEN",37,3.79,0.09,85.59,4.83
11110QF526600,智慧財產權與創新之資料收集與分析,DataCollectionandAnalysisofIntellectualPropertyandInnovation,3,R6R7R8,台積735,許博炫,12,6,,"IMBA碩士班111M選修,計財系111D選修,計財系111MA選修,計財系111MB選修",,英,,,QF,計量財務金融學系,科技管理學院,5,研究所,11110,,(跨領域)創新創業學分學程,智慧財產權與創新之資料收集與分析 Data Collection and Analysis of Intellectual Property and Innovation,"許博炫 HSU, PO-HSUAN",6,4.15,0.15,,
11110QF527100,不動產專題研究一,SeminaronRealEstateResearch(I),3,F2F3F4,台積735,"林哲群,蔡怡純",5,4,,"計財系111D選修,計財系111MA選修,計財系111MB選修",,中,,,QF,計量財務金融學系,科技管理學院,5,研究所,11110,,,不動產專題研究一 Seminar on Real Estate Research (I),"林哲群 LIN, CHE-CHUN 蔡怡純 TSAI, I-CHUN",4,4.18,0,95.75,0.43
11110QF527600,固定收益證券交易分析,FixedIncomeSecuritiesTradingAnalysis,3,T2T3T4,台積430,"胡國琳,張焯然",30,22,須先修習過財務管理、微積分、統計學,"計財系111D選修,計財系111MA選修,計財系111MB選修",,中,,,QF,計量財務金融學系,科技管理學院,5,研究所,11110,,,固定收益證券交易分析 Fixed Income Securities Trading Analysis,"胡國琳 KUO-LIN HU 張焯然 CHANG, JOW-RAN",22,4.05,0.12,,
11110QF700000,論文研究,Thesis,0,,,指導教授,,3,限計財博二以上同學修習,計財系111D必修,,中,,,QF,計量財務金融學系,科技管理學院,7,研究所,11110,,,,,,,,,
11110SL510100,研究方法,ResearchMethods,3,W2W3W4,南大N201,林佳儀,20,14,本課程為16週課程,華文所111M必修,,中,,,SL,華文文學研究所,人文社會學院,5,研究所,11110,,,研究方法 Research Methods,"林佳儀 LIN, CHIA-YI",14,4.17,0.15,,
11110SL512400,東亞漢籍專題,TopicsonEastAsiaSinographicTexts,3,W5W6W7,南大2301,游騰達,10,6,本課程為16週課程,華文所111M選修,,中,,,SL,華文文學研究所,人文社會學院,5,研究所,11110,,,東亞漢籍專題 Topics on East Asia Sinographic Texts,"游騰達 YU, TENG-TA",6,4.04,0.04,90.67,2.29
11110SL513400,華語作文寫作與教學專題,TopicsinChineseCompositionWritingandTeaching,3,R2R3R4,南大2301,丁威仁,8,8,,華文所111M選修,,中,,,SL,華文文學研究所,人文社會學院,5,研究所,11110,,,華語作文寫作與教學專題 Topics in Chinese Composition Writing and Teaching,"丁威仁 TING, WEI-JEN",8,4.09,0.02,92.5,1.22
11110SL513500,近現代通俗文學專題,SelectedReadingsofModernPopularLiterature,3,M7M8M9,南大2301,蔣興立,10,8,本課程為16週課程,華文所111M選修,,中,,,SL,華文文學研究所,人文社會學院,5,研究所,11110,,,近現代通俗文學專題 Selected Readings of Modern Popular Literature,"蔣興立 CHIANG, HSIN-LI",8,4.3,0,,
11110SL513700,華文文學專題：東南亞,TopicsOnSinophoneLiterature:SoutheastAsia,3,R5R6R7,南大N206,邱彩韻,10,6,,華文所111M選修,,中,,,SL,華文文學研究所,人文社會學院,5,研究所,11110,,,華文文學專題：東南亞 Topics On Sinophone Literature:Southeast Asia,"邱彩韻 KU, CHAI-YEUN",6,4.08,0.04,92,2
11110SL513800,三國演義跨域傳播專題,Thespecialtopiconinterdisciplinarycommunicationofthreekingdoms,3,M3M4Mn,南大2301,張日郡,10,7,,華文所111M選修,,中,,,SL,華文文學研究所,人文社會學院,5,研究所,11110,,,三國演義跨域傳播專題 The special topic on interdisciplinary communication of three kingdoms,"張日郡 CHANG, JIH-CHUN",7,4.13,0.15,,
11110SL521200,語言接觸與語言變化專題,LanguageContactandLanguageChange,3,T7T8T9,南大2301,陳淑娟,10,12,本課程為16週課程,華文所111M選修,,中,,,SL,華文文學研究所,人文社會學院,5,研究所,11110,,,語言接觸與語言變化專題 Language Contact and Language Change,"陳淑娟 CHEN, SHU-CHUAN",12,4.13,0.15,,
11110SL600000,學術議題研討,Seminar,1,,,指導教授,0,10,採加簽方式選課，華文所研究生修習，1學分不計入畢業應修學分,華文所111M必修,,中,,,SL,華文文學研究所,人文社會學院,6,研究所,11110,,,學術議題研討 Seminar,指導教授,10,4.04,0.04,90.7,2.24
11110SL600100,論文研究,Thesis,0,,,指導教授,,31,限碩二以上修習,華文所111M必修,,中,,,SL,華文文學研究所,人文社會學院,6,研究所,11110,,,,,,,,,
11110SLS500200,加速器光源之應用二,IntroductiontoApplicationsofSynchrotronRadiationII,3,T5T6T7,同步輻射,"徐嘉鴻,魏德新",,3,"地點:同步輻射中心學術活動中心2FD251,先修科目或先備能力:固態物理，本課程為16週課程","先進光源學位學程111DA必修,先進光源學位學程111DB必修,先進光源學位學程111MA必修,先進光源學位學程111MB必修",,中,,,SLS,先進光源科技學位學程,理學院,5,研究所,11110,,,加速器光源之應用二 Introduction to Applications of Synchrotron Radiation II,"徐嘉鴻 HSU, CHIA-HUNG 魏德新 WEI, DER-HSIN",3,3.76,0.11,85,5.89
11110SLS564300,加速器科技,AcceleratorTechnology,3,F5F6F7,同步輻射,王兆恩,,16,"教室：同步輻射L100演講廳,先修科目或先備能力:普通物理","先進光源學位學程111DA必修,先進光源學位學程111DB必修,先進光源學位學程111MB必修",,中,,,SLS,先進光源科技學位學程,理學院,5,研究所,11110,,,加速器科技 Accelerator Technology,"王兆恩 WANG, CHAOEN",16,3.99,0.08,88.88,4.11
11110SLS600000,論文研究,Thesis,0,,,指導教授,,8,,"先進光源學位學程111MA必修,先進光源學位學程111MB必修",,中,,,SLS,先進光源科技學位學程,理學院,6,研究所,11110,,,,,,,,,
11110SLS700000,論文研究,Thesis,0,,,指導教授,,1,,"先進光源學位學程111DA必修,先進光源學位學程111DB必修",,中,,,SLS,先進光源科技學位學程,理學院,7,研究所,11110,,,,,,,,,
11110SNHC710000,書報討論,Seminar,0,M6M7,中研院,TIGPProgram,,9,"Location:Taipei,AcademiaSinica資訊所新館N106,IIS,AS",社群人智國際學程111D必修,,英,,,SNHC,社群網路與人智計算國際研究生博士學位學程,電機資訊學院,7,研究所,11110,,,書報討論 Seminar,TIGP Program,9,4.2,0.07,96.33,3.86
11110SNHC731000,自然語言與資訊檢索於社群網路之應用,Intro.toNaturalLanguageProcessingandInformationRetrievalwithApplicationsinSocialNetworks,3,R6R7R8,中研院,TIGPProgram,,2,"Location:Taipei,AcademiaSinica中研院資訊所舊館107",社群人智國際學程111D選修,,英,,,SNHC,社群網路與人智計算國際研究生博士學位學程,電機資訊學院,7,研究所,11110,,,自然語言與資訊檢索於社群網路之應用 Intro. to Natural Language Processing and Information Retrieval with Applications in Social Networks,TIGP Program,2,3.58,0.09,82.5,4.5
11110SNHC745000,社群網路導論,IntroductiontoSocialNetworks,3,R2R3R4,中研院,TIGPProgram,,3,"Location:Taipei,AcademiaSinica中研院資訊所舊館107",社群人智國際學程111D選修,,英,,,SNHC,社群網路與人智計算國際研究生博士學位學程,電機資訊學院,7,研究所,11110,,,社群網路導論 Introduction to Social Networks,TIGP Program,3,3.7,0.05,84,2.94
11110SNHC800000,論文研究,Thesis,0,,,指導教授,,11,,社群人智國際學程111D必修,,中,,,SNHC,社群網路與人智計算國際研究生博士學位學程,電機資訊學院,8,研究所,11110,,,,,,,,,
11110SOC515700,政治社會學,PoliticalSociology,3,W6W7W8,人社C203,林祐聖,,17,碩博選修。開放大四選修，支援HSS社會學學程。支援跨校合辦博士班專業領域：政治社會學。,"人社院學士班108BA選修,人社院學士班108BB選修,亞際文化碩士學程111M選修,社會所111D選修,社會所111M選修",,中,,,SOC,社會學研究所,人文社會學院,5,研究所,11110,"社會學(第二專長),社會學(第一專長)",,政治社會學 Political Sociology,"林祐聖 LIN, YU-SHENG",17,3.31,0.69,,
11110SOC518800,社區田野調查與地方誌書寫,CommunityFieldworkandEthnographyWriting:Practicum,3,MaMbMc,人社C306,陳瑞樺,,11,限社會所學生選修。非社會所選課需經授課教師同意，請以加簽選課。詳見課程大綱說明。,"社會所111D選修,社會所111M選修",,中,,,SOC,社會學研究所,人文社會學院,5,研究所,11110,,,社區田野調查與地方誌書寫 Community Fieldwork and Ethnography Writing: Practicum,"陳瑞樺 CHEN, JUI-HUA",11,3.99,0.28,,
11110SOC535900,宗教社會學,SociologyofReligion,3,M4MnM5,,楊弘任,15,3,"碩博選修,上課地點詳課綱,支持跨校合辦博士班專業領域:全球化與亞洲比較研究","社會所111D選修,社會所111M選修",,中,,,SOC,社會學研究所,人文社會學院,5,研究所,11110,,,宗教社會學 Sociology of Religion,"楊弘任 YANG, HUNG-JEN",3,4,0.24,,
11110SOC536700,移動的政治,Thepoliticsofmobility,3,R7R8R9,人社C306,古明君,,9,碩博選修。開放學士班大四選修，支援HSS社會學學程、HSS文化研究學程。不支援跨校合辦博士班。,"人社院學士班108BA選修,人社院學士班108BB選修,亞際文化碩士學程111M選修,社會所111D選修,社會所111M選修",,中,,,SOC,社會學研究所,人文社會學院,5,研究所,11110,"社會學(第二專長),社會學(第一專長)",,移動的政治 The politics of mobility,"古明君 KU, MING-CHUN",9,3.76,0.09,85.11,4.89
11110SOC537200,民族誌選讀與實作,Ethnography:SelectiveReadingsandPractice,3,T7T8T9,人社C306,洪意凌,15,10,碩博選修。不開放大學部修課。,"亞際文化碩士學程111M選修,社會所111D選修,社會所111M選修",,中,,,SOC,社會學研究所,人文社會學院,5,研究所,11110,,,民族誌選讀與實作 Selective Readings and Practice in Ethnography,"洪意凌 HUNG, YI-LING",10,3.71,0.13,84.2,6.94
11110SOC574100,社會科學比較研究與方法,ComparativeResearchinSocialSciences:PracticesandMethods,3,F3F4Fn,人社C306,李韶芬,20,5,本課程為16週課程。碩博選修。不開放大學部選修。支援跨校合辦博士班專業領域：全球化與亞洲比較研究。,"社會所111D選修,社會所111M選修",,中,,,SOC,社會學研究所,人文社會學院,5,研究所,11110,,,社會科學比較研究與方法 Comparative Research in Social Sciences: Practices and Methods,"李韶芬 LEE, SHAO-FEN",5,4.03,0.03,90.4,1.62
11110SOC578000,科技與社會研究,"Science,Technology,andSociety",3,T3T4Tn,人社C306,林宗德,,2,碩博選修。開放學士班大四選修、HSS社會學學程。支援合辦博專業領域：科技與社會。,"人社院學士班108BA選修,人社院學士班108BB選修,社會所111D選修,社會所111M選修",,中,,,SOC,社會學研究所,人文社會學院,5,研究所,11110,"社會學(第二專長),社會學(第一專長)",,科技與社會研究 Science and Technology Studies,"林宗德 LIN, TZUNG-DE",2,3.5,0.2,,
11110SOC580100,中國研究導論,IntroductiontoChinaStudies,3,T6T7T8,人社C203,陶逸駿,,10,碩乙必修,"社會所111D選修,社會所111M必修",,中,,,SOC,社會學研究所,人文社會學院,5,研究所,11110,,,中國研究導論 Introduction to China Studies,"陶逸駿 TAO, YI-CHUN",10,3.86,0.09,86.7,4.92
11110SOC580200,中國研究工作坊,ChinaStudiesWorkshop,0,TnT5,人社C203,陶逸駿,,17,碩乙必修,"社會所111D選修,社會所111M必修",,中,,,SOC,社會學研究所,人文社會學院,5,研究所,11110,,,中國研究工作坊 China Studies Workshop,"陶逸駿 TAO, YI-CHUN",17,3.85,0.07,86.59,3.99
